gene,fc_1
C1orf52,0.761402697
BCL10,0.575820226
DDAH1,0.652671194
ZNHIT6,0.405163686
ODF2L,0.449911695
Sep-15,1.211447341
GTF2B,0.516198782
CCBL2,1.072189903
RBMXL1,0.805950306
GBP3,0.880184971
PTGES3P1,0.700371258
GBP2,4.38E-08
RP5-943J3.2,0.104551135
GEMIN8P4,0.802719703
RP4-665J23.1,0.142759467
PHKA1P1,2.658404152
ZNF644,0.805992588
TGFBR3,0.102675527
SETSIP,0.980826267
GLMN,0.247868688
GFI1,1.584494982
EVI5,1.04820615
FAM69A,0.41138831
TMED5,1.090501671
RP4-717I23.3,0.417922378
BCAR3,6.325314514
DNTTIP2,0.356912197
GCLM,0.739998172
ARHGAP29,1.109839544
F3,25.91805521
LINC01057,0.592228567
CNN3,659.3197283
ALG14,0.892789103
RPL7P9,0.943979337
FRRS1,0.966407988
RP5-884G6.2,0.272748049
SASS6,0.525657854
DBT,0.418176802
RTCA-AS1,0.224262339
EXTL2,0.654670806
DPH5,0.151241464
RP11-556K13.1,0.991585491
VAV3,2.143536359
SLC25A24,0.657109809
HENMT1,1.295983831
CLCC1,0.78847935
WDR47,0.374566463
TAF13,0.809815821
RP5-1065J22.8,0.329858409
PSRC1,0.511188432
SORT1,0.976110643
PSMA5,0.532964046
AMIGO1,1.007978273
GSTM3,0.216660338
LAMTOR5,0.691699497
LRIF1,0.568615407
DRAM2,1.206874471
RP5-1180E21.4,66527976.96
RP5-1180E21.5,60720656.85
DENND2D,217.6724936
PGCP1,3.392833125
OVGP1,6.673086827
RP11-552M11.8,1.424020284
WDR77,1.498089137
FAM212B,1.232714293
KCND3,0.785281445
ST7L,0.602257766
RHOC,0.149235511
SLC16A1,0.132840711
RSBN1,0.613449992
AP4B1,0.49234613
TRIM33,1.540642262
BCAS2,0.469470501
DENND2C,0.187782561
NRAS,0.554633735
CSDE1,0.53103906
SIKE1,0.494645349
NHLH2,71310475.87
ATP1A1-AS1,0.24620034
CD58,0.880674744
IGSF3,0.818251065
TRIM45,0.351120524
VTCN1,3.17E-07
RP11-188D8.1,0.595419251
AL390877.1,1.322229242
GDAP2,0.746520387
TBX15,1.407091136
WARS2,0.969565651
ZNF697,2.131151954
HMGCS2,0.646201775
REG4,53.08341889
RP5-1042I8.7,2.569700362
NOTCH2,2.122500963
SEC22B,1.087217307
FAM72B,0.331351358
CH17-13I23.3,0.078270726
HIST2H2BB,0.373642433
HIST2H3PS2,0.330716073
FAM72C,0.442582736
RP11-14N7.2,0.095358115
NBPF15,0.45774012
RP11-403I13.8,0.024176759
NBPF25P,1.671590997
RNF115,1.455929862
PIAS3,1.311966958
PEX11B,0.711708015
RBM8A,0.645468585
LIX1L,1.005219868
ANKRD34A,1.125505324
TXNIP,0.55189276
NOTCH2NL,0.659711113
CH17-385C13.2,0.015358901
NBPF13P,3.414208091
PRKAB2,0.437327925
FMO5,1.012452336
CCT8P1,1.987361986
ACP6,0.823842566
NBPF11,0.787340951
RP6-74O6.6,0.27742042
LINC01138,0.161695323
NBPF14,1.647263634
NBPF9,1.483041388
HIST2H2BF,0.366158593
HIST2H2BE,0.858816221
RP11-196G18.22,0.2037245
HIST2H2BC,0.100132139
SF3B4,0.504012378
MTMR11,0.07585036
OTUD7B,0.565432373
ANP32E,0.313625456
APH1A,0.539519351
MCL1,0.938607279
ENSA,0.75565369
GOLPH3L,0.560163145
CTSK,0.706362013
ARNT,0.748910008
CERS2,0.911123062
FAM63A,1.835369668
CDC42SE1,2.152246305
SEMA6C,0.142377264
LYSMD1,0.818772211
TMOD4,0.656453622
VPS72,0.595603596
RP11-126K1.2,0.141578637
PI4KB,1.172269402
RFX5,0.512808821
SELENBP1,0.212301549
POGZ,1.492279678
MRPL9,1.068767456
RP11-98D18.16,1.436496223
TDRKH,1.260473203
RORC,0.385978372
THEM4,0.466730174
S100A10,184.0998808
S100A11,2.12015014
S100A7,1
S100A6,35441734.02
S100A4,0.051480098
S100A16,0.029892481
S100A14,3.83E-08
S100A13,0.492235382
ILF2,0.639026894
GATAD2B,1.557595655
DENND4B,0.743146358
CRTC2,1.178735943
SLC39A1,1.606263236
JTB,1.093841445
RAB13,0.695515285
TPM3,0.627903179
C1orf43,1.088094077
SHE,482.5563654
UBE2Q1,1.935278103
ADAR,2.056919676
PMVK,2.505532467
PBXIP1,1.331390488
PYGO2,4.296565685
SHC1,1.583005374
DCST2,0.057610741
RP11-307C12.11,0.24972805
DPM3,0.932096814
KRTCAP2,0.811930427
THBS3,0.504420992
GBAP1,0.192309809
GBA,0.226551741
FAM189B,0.707212467
SCAMP3,0.723008488
CLK2,0.9023548
RUSC1-AS1,1.07106881
ASH1L,1.305364608
RP11-29H23.4,0.225324279
YY1AP1,1.332334355
GON4L,0.99254416
RIT1,0.927772626
KIAA0907,1.365062837
ARHGEF2,0.290279075
SSR2,1.007807984
UBQLN4,0.425467299
MEX3A,0.28412771
PAQR6,1.300344949
SMG5,1.753256174
GLMP,0.511523665
CCT3,0.398133216
MEF2D,0.9009223
IQGAP3,0.488782888
GPATCH4,0.428623857
RP11-284F21.9,0.018941142
RP11-284F21.10,0.004938596
RP11-284F21.7,0.010543887
CRABP2,39.69030926
RP11-66D17.5,0.995811108
ISG20L2,0.668778309
MRPL24,0.239293458
HDGF,0.678171933
ARHGEF11,0.687140515
ETV3,0.96606909
CFAP45,0.341125613
TAGLN2,0.042829152
IGSF9,0.394312828
RP11-226L15.5,1.963513973
PIGM,1.016054178
IGSF8,0.746813452
DCAF8,0.740378282
PEX19,0.399832099
COPA,1.835793197
F11R,0.647963049
TSTD1,1.354280934
USF1,0.504214059
PVRL4,0.848455225
PFDN2,0.47191938
DEDD,1.078020327
RP11-297K8.2,0.231583985
B4GALT3,0.518473964
ALDH9A1,0.544812001
TMCO1,0.667559913
RP11-9L18.2,1.429720798
TADA1,0.584049476
CREG1,0.306241458
MPC2,1.24159063
GCSHP5,0.182048518
GPR161,0.054346227
NME7,0.150422559
SLC19A2,0.292910086
RP1-206D15.5,0.170929123
F5,1.112265954
SELL,0.081210918
METTL18,0.391926464
SCYL3,1.459628432
KIFAP3,0.571588171
PFN1P1,0.566245548
VAMP4,0.920168208
PIGC,0.938635933
TNFSF4,0.35569724
RP11-296O14.3,2.122971656
CENPL,0.373361257
GAS5,1.586341065
RC3H1,1.082257524
MRPS14,0.745232616
KIAA0040,0.467580232
RFWD2,0.515361342
RP11-568K15.1,1
ABL2,0.902600794
TOR1AIP2,0.842612017
RP11-533E19.7,1.253195429
ACBD6,0.365545405
KIAA1614-AS1,0.185216392
STX6,0.711104501
GLUL,0.439062718
RNASEL,0.950825544
RGS16,0.072549701
HMGN1P4,0.741976915
NMNAT2,3.1129962
ARPC5,0.435824756
EDEM3,1.113671838
FAM129A,2.243577004
TRMT1L,0.470180554
IVNS1ABP,1.229204097
TPR,0.641651656
RP11-142L4.3,8.23E-08
UCHL5,0.988606434
RP11-101E13.5,1.39176381
GLRX2,1.345208631
ASPM,1.17115042
ZBTB41,0.330919815
DENND1B,0.496091505
ZNF281,0.783497133
KIF14,0.547401421
DDX59,0.757925383
TMEM9,0.516419258
LAD1,0.296090983
PHLDA3,0.005148741
CSRP1,0.661713144
RP11-465N4.5,2.529432787
RP11-465N4.4,2.687171607
ARL8A,0.783094605
UBE2T,0.175083686
RP11-175B9.3,0.922270223
KDM5B,0.896809484
RP11-480I12.2,0.283705029
RP11-480I12.5,0.766125128
RABIF,1.588597816
KLHL12,0.678435868
ADIPOR1,0.827762589
CYB5R1,0.511177339
FMOD,53.56738173
ETNK2,0.521405017
GOLT1A,0.29588096
PLEKHA6,1.26925007
RP11-203F10.6,1.98511357
PPP1R15B,1.515668962
PIK3C2B,0.210104258
TMEM81,0.913615438
RBBP5,0.657062631
DSTYK,0.466551557
NUAK2,0.369634215
ELK4,0.885023846
SLC45A3,8.132370721
NUCKS1,0.528069421
RAB29,0.180509207
SLC41A1,0.32671515
FAM72A,0.319969676
EIF2D,0.745097585
RP11-343H5.6,0.495048152
RP11-343H5.4,1
FCAMR,1110223.962
C1orf116,2.142314544
YOD1,0.606265497
C1orf132,0.863397274
PLXNA2,14.83674563
C1orf74,0.301815359
IRF6,0.379457901
ST13P19,3.53E-07
SLC30A1,1.245277025
NEK2,0.532502152
LPGAT1,0.52869041
INTS7,0.739321787
RPL21P28,1.105186692
TMEM206,0.435418035
RP11-61J19.5,0.059500756
NSL1,0.360554079
FLVCR1-AS1,0.049467399
ANGEL2,1.192821697
PTPN14,0.832269196
GPATCH2,0.694097402
SLC30A10,0.216036747
EPRS,0.28182565
BPNT1,0.300383253
RPS15AP12,1.482407157
RAB3GAP2,0.796636941
AURKAPS1,0.722426005
DUSP10,0.129852401
TAF1A,0.667673034
RP11-378J18.8,0.156011295
AIDA,0.095386911
SUSD4,0.62067912
TP53BP2,0.444805907
RP11-504P24.8,0.256806502
GTF2IP20,0.245438664
RP11-504P24.5,0.988213238
RP11-365O16.1,1.488181803
NVL,0.543142187
WDR26,1.442171445
LBR,1.677068062
ENAH,0.700482779
TMEM63A,0.545073406
PYCR2,0.641120921
SDE2,0.408486341
RP11-396C23.4,0.149305615
ACBD3,1.320868848
LIN9,0.35184644
PARP1,0.613159277
CDKN2AIPNLP1,9.50E-08
ITPKB,1.098450823
CDC42BPA,0.168115989
CTD-2090I13.2,1
JMJD4,0.241804347
C1orf35,0.084703132
MRPL55,0.140376651
C1orf145,0.049863177
TRIM11,0.34609131
HIST3H2A,0.296412845
RP5-1061H20.4,0.134973652
CCSAP,0.24285838
NUP133,0.327367077
ABCB10,0.611357878
TAF5L,0.769390565
C1orf198,0.310023906
TTC13,0.58192655
FAM89A,0.176555633
C1orf131,0.330913979
EXOC8,0.822422821
EGLN1,0.662378333
RP11-295G20.2,1.107957956
SIPA1L2,0.070996888
PCNXL2,0.908894295
RP11-301G21.1,2.24E-07
RP5-827C21.1,2.134183384
RP5-827C21.4,0.19625777
TARBP1,0.675035719
IRF2BP2,0.963090016
RP11-443B7.1,0.206742795
TOMM20,0.511652084
RBM34,0.293412393
ARID4B,1.038375668
B3GALNT2,0.424044292
GNG4,3.404707795
LYST,0.914255177
ERO1LB,0.36873463
LGALS8-AS1,0.281482964
RP11-385F5.5,1.064141051
HEATR1,0.430574435
FH,0.341832627
OPN3,0.05246957
CHML,0.044220458
LINC01347,0.813829738
CEP170,0.780450876
AKT3,837.1082048
ADSS,0.607191848
HNRNPU-AS1,0.755856625
HNRNPU,0.667840455
SMYD3,0.558442716
TFB2M,0.48457311
AHCTF1,0.619417217
ZNF695,0.249994427
ZNF670,0.360641639
ZNF669,0.666357585
ZNF124,0.171496886
RP11-488L18.10,2.6223707
RP11-488L18.4,1.174257029
ZNF496,0.524738537
AHCYP8,6.87E-10
SH3BP5L,0.555419879
ZNF692,1.062891362
ACP1,1.189845432
TRAPPC12,0.819372923
RNASEH1-AS1,0.189476143
RPS7,0.834935624
RNF144A,0.435489843
ID2,7.111046333
RP11-734K21.2,0.198261077
ASAP2,0.89645983
CPSF3,0.352691251
IAH1,0.957247512
RP11-214N9.1,0.306778001
TAF1B,0.944981488
GRHL1,0.562171147
KLF11,0.142865979
RP11-254F7.4,0.098457324
RRM2,0.443400024
HPCAL1,0.727123484
RP11-320M2.1,0.046309862
AC007249.3,0.055234562
RN7SL832P,0.080621448
ATP6V1C2,2.541675618
PQLC3,0.173673629
GREB1,4.263894228
LPIN1,0.815661281
TRIB2,38.28883449
FAM84A,49.99858756
DDX1,0.955181547
GEN1,0.53491955
KCNS3,3.158308235
RHOB,0.229184124
KLHL29,0.952815246
UBXN2A,0.750647036
FKBP1B,16.17641966
FAM228B,0.256868608
NCOA1,0.876317475
CENPO,1.164007662
RP11-443B20.1,1.124799616
RAB10,0.649749683
GAREML,0.270198777
HADHB,0.89905519
EPT1,1.142837576
C2orf70,20.52000785
KCNK3,1116.009836
SLC35F6,2.731550237
CENPA,0.91142828
DPYSL5,0.810700317
MAPRE3,2.039997495
TMEM214,1.19512839
AGBL5,0.483637075
KHK,0.1292517
ABHD1,0.171312597
ATRAID,0.401922167
CAD,0.400166297
AC074117.10,1.168598904
SNX17,0.918697989
NRBP1,0.441151649
KRTCAP3,0.225118103
ZNF512,0.596639187
GPN1,0.696360701
SLC4A1AP,0.540095456
MRPL33,0.899256396
BRE,0.345271571
FOSL2,0.219941226
PPP1CB,1.625629232
WDR43,0.798498518
CLIP4,2.870279028
YPEL5,0.957157966
LBH,0.270626343
LCLAT1,1.092515822
EHD3,0.800535754
SPAST,0.700890383
SLC30A6,1.077743049
YIPF4,1.739817019
BIRC6,1.190781839
TTC27,0.500661371
LTBP1,0.720070019
CRIM1,3.700872557
GPATCH11,1.308277747
CEBPZOS,1.172178769
NDUFAF7,0.851196217
QPCT,149.9091433
RMDN2,1.522006026
RPLP0P6,0.786586628
GALM,0.189249426
GEMIN6,0.640735419
MORN2,0.743645621
AC007246.3,0.630582272
PKDCC,1.030633845
EML4,1.66868493
MTA3,0.515572896
AC010883.5,0.42502472
DYNC2LI1,0.751819317
PPM1B,3.876635873
CAMKMT,0.349897217
AC009236.2,2818259.288
PRKCE,2.041448042
EPAS1,70.13957903
RHOQ,0.847914366
CRIPT,1.048633945
SOCS5,1.787234939
TTC7A,1.321833418
BCYRN1,0.117154551
EPCAM,1.95802467
MSH2,1.822634915
MSH6,0.418703038
AC079807.2,0.732110562
FOXN2,1.546499282
PPP1R21,1.502174851
STON1,6.23924121
CHAC2,0.213672085
ERLEC1,2.43107342
ACYP2,0.680488937
HMGB1P31,1.487645919
SPTBN1,130.097391
EML6,33.28270139
RPS27A,1.733640366
PRORSD1P,0.551102231
CFAP36,0.643538393
RP11-554J4.1,0.240048048
CCDC85A,0.878486413
VRK2,0.987020845
EIF3FP3,0.516684138
PAPOLG,1.667556495
REL,1.685130654
PEX13,1.325321277
KIAA1841,1.3541307
C2orf74,0.862909322
AHSA2,0.914283356
RP11-355B11.2,1.029426388
COMMD1,0.989107385
AC018462.3,0.901455534
B3GNT2,0.897441802
EHBP1,2.725999108
OTX1,0.379856028
MDH1,0.758569992
UGP2,0.901235678
LGALSL,3.21076977
AFTPH,3.946015965
SLC1A4,3.826151215
CEP68,0.15761474
AC007318.5,0.356442989
ACTR2,2.260916672
MEIS1,0.177286535
ETAA1,0.565808951
PNO1,1.176296995
ANTXR1,0.312484119
ANXA4,0.446879873
GMCL1,1.384293864
SNRNP27,1.295322062
MXD1,1.435605302
PCBP1,1.128800169
PCYOX1,0.90727344
VAX2,4.572032453
ATP6V1B1,3.041750139
OR7E91P,0.334592536
NAGK,0.690446709
MPHOSPH10,1.542017295
ZNF638,1.30211139
ZNF638-IT1,1.905921323
SPR,1.456297389
RP11-44N22.3,0.035577522
SMYD5,0.980614678
CCT7,1.189751012
ALMS1,0.716058946
STAMBP,1.192847724
DGUOK,1.042740833
AC073046.25,1.181162182
TET3,2.038995519
FNBP1P1,1.178285167
BOLA3-AS1,0.775515865
MTHFD2,0.549080165
WDR54,0.289980017
INO80B,0.684049565
WBP1,0.719719693
TTC31,1.178769013
HTRA2,0.578872035
DOK1,0.295523416
SEMA4F,0.473792127
HK2,0.973297157
POLE4,0.354132564
MRPL19,0.524788501
RP11-342K6.1,1.265121538
RP11-342K6.2,1.726293169
TMSB10,0.286192265
KCMF1,1.325963211
ELMOD3,1.02855634
MAT2A,1.215775486
VAMP8,0.029352064
VAMP5,0.075721664
RNF181,0.75470318
USP39,0.640249979
ATOH8,458.2765943
PTCD3,0.818080323
RP11-301O19.1,0.086248528
MRPL35,0.623319639
KDM3A,1.449069715
RMND5A,0.804549327
LINC00152,0.044055251
MTATP8P2,1.32116115
THNSL2,0.000616282
AC062029.1,0.142800459
RPIA,0.751845002
RP11-575H3.1,3.34E-08
ZNF2,0.653573985
AC092835.2,0.02505676
PROM2,0.535794621
FAHD2A,0.919327107
AC009237.8,0.261771597
RP11-440D17.4,0.24812445
FAHD2CP,0.671107153
STARD7-AS1,1.161737507
CIAO1,0.986230799
NCAPH,0.377814277
ARID5A,0.106928818
CNNM4,1.213447102
CNNM3,1.691653323
ANKRD36,0.556119815
COX5B,0.444615578
LINC01125,0.703336079
HMGN1P36,1.06241948
INPP4A,1.034854302
UNC50,1.16276105
C2orf15,0.376026112
LIPT1,0.569215191
MRPL30,0.368830678
EIF5B,0.691648163
RP11-527J8.1,1.845768221
PDCL3,0.746860251
NPAS2,0.548899276
RPL31,0.927410914
CNOT11,1.36378073
MAP4K4,0.639346709
IL1R1,5.793932688
SLC9A2,2.502230047
TMEM182,0.336606708
MRPS9,0.75418939
C2orf49,1.492913115
NCK2,1.66368465
SULT1C3,6.075281587
GCC2,9.454402626
LIMS1,10.25843282
RANBP2,1.063437336
CCDC138,0.513196264
AC073415.2,0.676053337
SH3RF3,9.166527862
SOWAHC,0.996505149
LINC01123,0.589049025
ACOXL,8.039012457
BCL2L11,0.146434364
EEF1E1P1,0.228361596
MERTK,4.316202701
TMEM87B,3.347152564
ZC3H6,1.229822757
TTL,1.717768602
POLR1B,0.711524939
CHCHD5,0.424063951
SLC20A1,0.780336899
IL36RN,0.020360617
IL1RN,0.031187823
PSD4,0.3867346
CBWD2,0.326808412
FOXD4L1,0.354657896
WASH2P,0.578807528
RABL2A,0.349751077
RP11-395L14.17,1.542445637
ACTR3,0.886439618
DDX18,0.640428159
AC009404.2,0.358520239
INSIG2,0.625953926
STEAP3,2.320114966
DBI,3.329747817
TMEM177,0.644058454
PTPN4,0.549086077
EPB41L5,0.653731542
RALB,0.551268916
INHBB,0.994579412
NIFK-AS1,0.440541723
TSN,0.749423091
AC068282.3,0.511596665
SFT2D3,0.988393488
RP11-395A13.2,0.454943818
UGGT1,1.592969375
RAB6C,0.104393775
AC018804.3,1.270706748
MZT2B,0.587908274
IMP4,0.47692187
PTPN18,0.749087507
CYP4F30P,0.120480139
FAR2P3,0.20638026
AMER3,209.8933786
ARHGEF4,8.864320544
PLEKHB2,1.456840474
FAR2P4,0.367499072
TUBA3D,2.543321747
AC093838.4,0.734361305
CCDC74A,3.364258114
C2orf27A,0.542767687
MGAT5,0.747496108
CCNT2,1.036095297
RAB3GAP1,1.053740374
R3HDM1,0.716405179
UBXN4,1.505026366
DARS-AS1,0.365892307
HNMT,58.90698684
SPOPL,1.217007339
ACVR2A,1.462992012
MBD5,0.839566595
EPC2,1.240088533
KIF5C,5.213137322
LYPD6B,1.904272924
LYPD6,1.821215997
RIF1,0.744994176
FMNL2,16.35837091
ARL6IP6,0.767513049
KCNJ3,51.62594877
GPD2,0.453277108
PKP4,0.346504434
DAPL1,4184687.549
TANC1,0.33967238
BTF3L4P2,0.390660737
AC009506.1,0.257757249
Mar-07,1.045536577
TANK,1.016968277
PSMD14,1.102405342
SLC4A10,14.15613528
GCA,0.283160116
RP11-452N17.1,1.417136464
AC019181.2,10.67670924
AC013463.2,7.380717257
AC009495.2,1.065274244
CERS6,1.125314572
NOSTRIN,0.097878351
BBS5,0.335127331
PPIG,0.752599058
PHOSPHO2,1.232475251
KLHL23,0.762926114
SSB,0.682914752
UBR3,1.607378281
EIF2S2P4,0.690267976
AC007405.6,8.415579577
ERICH2,162007151.7
GAD1,7.697032021
GORASP2,1.536345928
DCAF17,0.750624764
CYBRD1,1110223.962
DYNC1I2,0.989292949
HAT1,0.710633306
METAP1D,0.671131275
DLX1,3.870666504
ITGA6,1.952149169
PDK1,0.37848908
pk,4.246490706
CDCA7,0.26559149
RP11-394I13.2,0.529113982
SCRN3,1.236567301
AC010894.3,0.185103716
H3F3AP4,0.836166587
AC096649.1,0.062256606
MTX2,0.902193084
HNRNPA3,0.996183886
AGPS,0.659152015
RBM45,0.443576941
OSBPL6,0.243566915
DFNB59,0.277354742
PLEKHA3,0.500820532
RP11-65L3.4,1.893595173
RP11-65L3.2,1.698441485
RP11-171I2.5,0.530780474
SCHLAP1,0.062794839
UBE2E3,0.208294187
SSFA2,0.235143922
DNAJC10,3.796189589
NUP35,0.48464083
ZC3H15,0.79368469
ITGAV,0.566111422
FAM171B,126736222.2
GULP1,0.123172295
WDR75,0.435757115
ASNSD1,0.494153537
PMS1,0.47772928
HNRNPCP2,0.447246001
INPP1,397203616.1
MFSD6,0.482831676
AC093388.3,0.22031994
NAB1,0.963163495
GLS,1.149816691
MYO1B,1.852177554
NABP1,0.090441565
SLC39A10,0.474830678
AC020571.3,2.566983945
CCDC150,0.450311652
COQ10B,0.844448415
HSPE1,0.389342958
MOB4,1.51546868
MARS2,0.229373786
C2orf69,0.63858967
C2orf47,0.739196015
SPATS2L,1.583926819
SGOL2,0.581997604
AOX1,299674799
BZW1,0.602329149
NIF3L1,0.580635312
HNRNPA1P35,0.323586232
NDUFB3,0.788301481
CFLAR,1.459699267
CASP10,2.153964428
CASP8,0.612680406
STRADB,0.158865652
FZD7,1.16668294
NOP58,0.472756679
BMPR2,1.171763404
FAM117B,1.432856525
CARF,0.269955764
NBEAL1,0.558582346
AC011737.2,1.056870353
CYP20A1,1.478824167
ABI2,2.132989956
PARD3B,0.929388833
AC007383.3,0.889261339
EEF1B2,0.621391841
ZDBF2,0.537285624
FASTKD2,0.379635003
CREB1,0.554889728
CCNYL1,0.429697104
IDH1-AS1,0.183541657
PIKFYVE,1.862366428
MAP2,7.799694299
UNC80,30.98660508
RPE,0.817798634
RP11-260M2.1,0.80777362
CPS1,0.00387643
RP11-105N14.1,0.251933553
SPAG16,0.894191125
AC072062.1,0.0270356
AC016708.2,1.18982997
ATIC,0.160982307
AC012462.1,1.03E-08
XRCC5,0.607485139
RP11-566E18.1,2.710743163
PKI55,4.141245544
SMARCAL1,0.870448245
RPL37A,1.279514823
IGFBP2,1.23562424
ARPC2,0.970770111
PNKD,1.180410489
CTDSP1,1.575211947
RQCD1,0.710366706
BCS1L,0.77649952
STK36,0.557897521
TTLL4,1.30702138
CDK5R2,98.12392983
FAM134A,0.733175543
ZFAND2B,1.554428673
ANKZF1,1.428302673
STK16,0.700263863
DNAJB2,0.901227221
AC114803.3,1.96E-08
SPEG,2.357224168
GMPPA,1.973305389
TMEM198,5.308656413
STK11IP,0.870458439
SLC4A3,0.679168563
AC009302.2,1.486687346
HSPA9P1,2.996681044
ACSL3,8.393538522
MRPL44,1.08620316
RP11-395N3.2,0.243925705
RHBDD1,0.759697034
MFF,0.865039776
AGFG1,1.706749669
FBXO36,0.652358912
SP140L,7.86E-08
SP100,0.185209966
CAB39,1.786928615
ITM2C,0.253624724
C2orf72,0.531225341
RP11-223I10.1,0.494916957
PSMD1,0.989012421
ARMC9,0.362461582
AC018738.2,0.606326779
PTMA,0.438064976
COPS7B,0.942471175
DIS3L2,1.003026805
EIF4E2,0.891648884
GIGYF2,1.735319062
ATG16L1,2.323743252
DGKD,3.253842076
TRPM8,49.16179556
SH3BP4,0.805265542
AGAP1,5.177030631
AGAP1-IT1,10.40091245
ACKR3,0.009321666
COPS8,0.456011389
MLPH,2.330899778
AC104667.3,0.19398595
LRRFIP1,2.983215169
RAMP1,0.176689078
UBE2F,0.827244848
SCLY,0.230337519
AC096574.4,1.01E-08
TRAF3IP1,0.691835807
ASB1,0.405346623
AC062017.1,0.039472555
GPC1,0.634388281
DUSP28,0.670934124
RNPEPL1,1.157809964
CAPN10,1.073268155
SNED1,1.979774556
PPP1R7,1.980990065
ANO7,7.371165062
Sep-02,0.969521205
FARP2,0.741625426
BOK,2.50415464
ATG4B,1.523318182
AC133528.2,1.181829681
ING5,1.706738348
D2HGDH,0.543475937
LINC01237,1.268247289
AC093642.3,0.851457523
AC093642.5,1.659960977
FAM110C,0.321222761
SH3YL1,3.94749693
TMEM18,0.661127551
AC116614.1,0.228761266
AC144450.1,0.247717736
AC144450.2,0.143396842
PXDN,2.654585598
TSSC1,0.696941584
TSSC1-IT1,0.012900756
ADI1,1.005942906
AC108488.4,1.954185685
RNASEH1,0.440424793
CMPK2,1.91872621
ID2-AS1,5.745612952
KIDINS220,0.678729136
MBOAT2,3.198612155
ITGB1BP1,0.577265227
ADAM17,0.831564852
YWHAQ,0.562817543
RP11-254F7.2,0.073379461
ODC1,1.619156478
NOL10,0.457290532
RP11-791G15.2,19.73814538
PDIA6,1.757829708
ROCK2,1.062756392
E2F6,1.120858052
NBAS,1.27457644
FAM49A,0.345460238
SMC6,0.203830106
RDH14,0.703596163
OSR1,14603703.04
TTC32,0.666318095
WDR35,0.533878497
LAPTM4A,0.556696574
SDC1,3.945670073
PUM2,1.340592327
AC012065.1,0.196673504
HS1BP3,0.541541084
LDAH,0.002354423
ATAD2B,0.654353063
C2orf44,0.629683181
SF3B6,0.930116685
TP53I3,0.351081964
ITSN2,1.7509524
PTRHD1,0.98668471
ADCY3,0.50908846
DNAJC27,0.52501112
DNMT3A,1.317200953
AC012074.2,1.437713457
DTNB,0.552581613
ASXL2,0.676504338
KIF3C,0.763076057
TRMT112P6,6.948919834
HADHA,0.813609044
RP11-195B17.1,1.834506137
OST4,0.896134732
CGREF1,0.729695848
PREB,0.869741062
SLC5A6,1.310343949
UCN,0.216790108
MPV17,0.366594594
GTF3C2,0.898030861
EIF2B4,1.674635001
ZNF513,0.852141375
PPM1G,0.568499743
IFT172,0.410019104
FNDC4,0.394562477
CCDC121,0.315375054
SUPT7L,0.872520084
RBKS,0.049718141
AC097724.3,0.950995719
TRMT61B,0.479889452
ALK,12.23089794
CAPN13,0.041522371
GALNT14,1.138886237
XDH,14.08779719
MEMO1,1.116151558
DPY30,0.558157616
RP11-563N4.1,0.036286036
FAM98A,0.667935593
FEZ2,0.708894062
RP11-288C18.1,3.016040682
STRN,1.60272518
HEATR5B,1.480225299
EIF2AK2,2.687348275
CEBPZ,1.175160128
PRKD3,0.237911771
CDC42EP3,2.554890789
CYP1B1,2001.130765
ATL2,1.172864718
HNRNPLL,0.863866798
SRSF7,0.602502892
DHX57,1.216850751
SOS1,2.701759006
SOS1-IT1,1.813741177
MAP4K3,2.130204421
THUMPD2,1.644744979
COX7A2L,1.226261182
KCNG3,0.784845377
HAAO,1
ZFP36L2,1.032070256
THADA,1.360212902
LRPPRC,1.28346132
PREPL,1.238509048
SIX2,1.571108245
SRBD1,1.52433395
ATP6V1E2,0.255887112
PIGF,0.295529552
MCFD2,2.68266383
CALM2,1.617656393
AC079250.1,1.252200711
FBXO11,1.708222457
RP11-191L17.1,0.221188714
AC007560.1,0.990870869
AC010967.2,1.82E-08
GPR75-ASB3,0.806596576
GPR75,1.908657868
PSME4,0.998267929
RTN4,1.572327926
CLHC1,0.49895796
MTIF2,0.591035416
CCDC88A,0.129071029
SMEK2,2.298576428
PNPT1,0.842077127
AC007743.1,0.513108782
FANCL,1.453046645
AC007238.1,0.495178291
PUS10,0.820456439
AC016747.3,0.784285375
USP34,1.367251268
XPO1,0.964231022
FAM161A,0.613167313
CCT4,0.943678093
TMEM17,0.875456455
AC016734.2,1.355306161
VPS54,1.905079325
PELI1,0.258965486
SERTAD2,0.87796227
RAB1A,3.184334306
SPRED2,2.279151424
C1D,1.742176036
PPP3R1,1.75185371
FBXO48,1.045780978
GFPT1,5.707754953
NFU1,1.373145848
AAK1,0.96384935
PCBP1-AS1,1.652247703
C2orf42,0.84652439
TIA1,0.981616389
AC016700.6,0.743532743
SNRPG,1.055658256
FAM136A,1.409639367
TGFA,0.514153983
ADD2,37.27647603
TEX261,1.721733127
MCEE,2.4886713
PAIP2B,1.72891427
RPS20P10,12383257.12
EXOC6B,1.142603979
SFXN5,1.336189914
RAB11FIP5,0.372623249
