gene,pval_1
ZHX2,0.044852888
RASSF1,0.542433952
OIP5,0.395625789
PITHD1,0.0877197
ERBB3,0.165213227
DPH6,0.277595109
NAE1,0.126860658
NMRK1,0.251187074
SNRPG,0.702287912
MAPK8IP1,0.22479344
UXT,0.025507347
NR2C2AP,0.265534135
ARHGAP39,0.185253245
TOMM7,0.044672599
PAQR6,0.592435461
CYFIP1,0.071265986
Sep-02,0.034656212
IPO7,0.137117491
LRRC14,0.519138082
RINT1,0.238815589
DEF6,0.373574299
PFKM,0.407629879
SPC24,0.617904057
ZC3H18,0.141645219
PICALM,0.035725019
PRCC,0.010243642
BDP1,0.311728299
ERCC8,0.308870426
LOC400927,0.804024694
CERS2,0.025117249
OTUD4,0.217917149
EWSR1,0.069471691
SHKBP1,0.234437518
PSMB4,0.087838783
MUSTN1,0.790042729
PTPN12,0.317880387
DHX9,0.55540681
NUP35,0.43693995
MED10,0.243559559
ARPC5,0.326939139
MAP1LC3B2,0.662514212
USP54,0.544909401
B4GALNT1,0.675554844
ALDH16A1,0.283377557
POLQ,0.546019717
KIN,0.057885774
STK11IP,0.394150968
AGO2,0.406808436
SETDB1,0.005726964
ZNF548,0.38706582
BET1,0.006338842
FNBP1,0.030927175
ZSWIM8,0.43388937
AP3B1,0.359721178
OGDHL,0.420916632
MED27,0.050135631
ACTG1,0.086534859
CDC40,0.043026248
CHMP1A,0.141675669
SPAG5,0.555103095
SERHL,0.287411639
AP5B1,0.298542542
SPAG7,0.071305057
SH2B1,0.410274733
NR3C2,0.191885281
IRGQ,0.315108554
BTN2A2,0.600190971
RPL8,0.013501729
EDA,0.065921411
LANCL1,0.010536812
PACS1,0.243290906
ZNF136,0.121445152
TMEM30A,0.053408761
RAPGEF1,0.243076554
SCAND2P,0.297771625
ZNF37A,0.129409782
IFT57,0.126019242
CRTC1,0.133094904
SAMD4B,0.143798131
PFAS,0.518772803
RBM25,0.085596941
RRN3P3,0.288983854
C17orf75,0.001084372
ENTPD4,0.165633997
HIRA,0.18283759
RAB14,0.173220054
PGLS,0.276315185
RAB35,0.043697197
C3orf58,0.631801608
PIGU,0.212996216
KHDRBS1,0.038291951
PGGT1B,0.025675652
NCSTN,0.128266031
MCPH1,0.076259056
MRPL53,0.10401497
SUMO2,0.096514806
PDAP1,0.13956215
TRAPPC11,0.062315288
SPDL1,0.30509362
DDX1,0.368712356
TRIM66,0.549131476
URGCP,0.020820437
RNASEK,0.094808344
BOLA2B,0.447798454
PTCD3,0.128132652
FAM228B,0.641614378
IPO5P1,0.183793926
C1D,0.097166238
LOC728407,0.405290693
CEP57,0.129209505
GON4L,0.282911679
ZNF175,0.283147404
BFAR,0.082112239
DICER1,0.422712383
FARS2,0.014464127
SREBF2,0.253411268
VPS33A,0.27727293
CYB5B,0.386373133
CARS2,0.235561698
CTAGE15,0.280966635
GBAS,0.119427555
CCAR2,0.302050445
CPNE7,0.456248092
FAM206A,0.452751621
RBKS,0.427121086
CRKL,0.432523092
TOR2A,0.185691736
WRAP73,0.038899211
CDAN1,0.303203607
EBP,0.609777285
AP3M2,0.247674494
DPM1,0.010020393
MTMR3,0.363899531
RAB11FIP3,0.247044187
MRPS5,0.008390449
MDH2,0.420294715
KIDINS220,0.250969941
TIMM44,0.376044014
CCDC149,0.268798888
COQ3,0.380362417
CSNK1G3,0.072403438
RBM14,0.442619798
NSUN5,0.241207783
TMF1,0.029750316
MICU1,0.233446195
ZNF839,0.19073495
CTSC,0.714437105
RNF130,0.203432433
LRRC28,0.424095343
ZNF510,0.184207418
CDK7,0.263184147
EPRS,0.042299202
PRPS2,0.576804379
TUBBP5,0.234048676
ARL6IP1,0.285268045
UNC93B1,0.218632125
SLC25A21,0.304171951
SGSM3,0.308614671
ZNF717,0.164841873
MRPS24,0.289999263
BRWD1,0.19575837
SLC35D2,0.36458967
CYP1A1,0.766467876
RBM34,0.13042406
TRIP4,0.04581057
DNAJC21,0.093824203
ABHD11,0.349031606
TAPT1,0.194565346
RAB5A,0.1010584
RHBDD2,0.056516277
SRF,0.051094891
METAP2,0.074735168
HDAC7,0.51497754
FEM1C,0.230179268
WDR27,0.549731516
RBM7,0.175613387
CARS,0.617015644
WBP1,0.045057455
RPL41,0.124666869
AAAS,0.464034628
RPE,0.225314116
RP11-384K6.6,0.558604299
WASH2P,0.265793386
EXOSC1,0.118529046
KIF5B,0.060375575
NUP85,0.34867652
KPNA4,0.023056983
CREB3L4,0.301725851
ANKS1A,0.242848539
TFB2M,0.256596646
RPS21,0.332677425
UBOX5,0.028085118
C11orf58,0.005072878
PDCD6IP,0.075386842
EVC,0.469955183
C14orf1,0.261276278
MMGT1,0.176547107
ZBTB34,0.371102819
ULK1,0.54041984
ANAPC16,0.132853278
NSMAF,0.243561651
SNRNP200,0.213327238
ZNF768,0.006350674
FAM49B,0.485282668
ADIPOR1,0.234747925
COMTD1,0.316886508
RPS20,0.255593924
ERGIC2,0.34738952
DTYMK,0.426536458
CDKN3,0.135222824
PDCL3,0.107788101
CENPW,0.630641481
PMAIP1,0.630807801
SDHA,0.330541761
SUPT7L,0.33611037
SMAP1,0.152028823
AUTS2,0.558146631
COMMD4,0.55564853
MYL6,0.008382444
AHSA2,0.711804813
GFPT1,0.46472799
TSPAN7,0.391709738
KANK2,0.659952121
FNIP1,0.26796303
ZADH2,0.246931768
FANCF,0.061847867
ARSK,0.301512863
MRGBP,0.082760915
USP5,0.507710472
PRKD2,0.136330296
IFITM1,0.50916152
LGALS8,0.595436315
ASMTL,0.243885367
ANP32B,0.070439993
RNF13,0.1502709
TSEN54,0.147644509
POLG,0.422556177
TMCO1,0.010439864
TRMT11,0.274355922
POMT2,0.213272909
PARD6A,0.156398447
ABCA7,0.657256533
HNRNPL,0.226745068
UBE2B,0.095382724
AGFG2,0.222422741
NDUFB6,0.474461501
ADIPOR2,0.30063482
AC016629.8,0.623973396
LYSMD3,0.247505954
NEMF,0.209106907
FBXO3,0.119304137
DSTYK,0.081379252
MAPK1,0.083841079
TARS2,0.367207631
HOOK3,0.17982963
SUN1,0.344401155
FOXO4,0.452411153
VPS8,0.242222107
CORO1B,0.189554677
C19orf48,0.19007313
SART1,0.0186121
MCM3,0.594462403
CDNF,0.704599181
POLR3B,0.132263214
DTD1,0.37001835
ATP6V1C1,0.377290656
MUT,0.349558918
PPP1CC,0.133752152
WDR24,0.346259354
EIF2AK1,0.002007878
RALY,0.139089326
MXD3,0.182749525
SNAPC5,0.303185672
KCTD17,0.350139721
PMS2CL,0.343509336
WDR90,0.739980319
LOC100507577,0.565006741
PAFAH1B1,0.134644351
PAPD4,0.189971761
CLDN7,0.513566569
DVL2,0.187230401
WBP5,0.160593892
ALKBH4,0.265153698
ARL8A,0.20511495
SNORA81,0.92059824
ZNF436,0.25311621
ZNF276,0.475365893
ZNF680,0.159735232
ZFP90,0.395175891
LIMD1,0.459222851
MED4-AS1,0.310924136
COPS5,0.084172384
MPDZ,0.436042582
TCERG1,0.438396389
NME6,0.329145725
ALDH6A1,0.376581961
PWP1,0.271602636
ATXN7L2,0.504969842
RFT1,0.083515444
NSD1,0.202952876
MITF,0.603091254
GLDC,0.605438026
CTNNBL1,0.163973668
RTF1,0.319490489
TFPT,0.194150715
ACAT2,0.655016385
JTB,0.168933629
GLUL,0.024944399
PFDN4,0.278030291
CFLAR,0.239943904
ACBD4,0.514523882
RHOT1,0.023842178
PRKAR1A,0.062073806
MYCBP,0.484863365
COPS6,0.471215275
CDCA3,0.405378453
UBAP1,0.234073262
TLCD2,0.805368115
AMOTL2,0.553135769
RSAD1,0.262539122
PRKAR2A,0.541731595
CXADR,0.195613377
TMEM43,0.169339413
TRIP12,0.168559401
TMPO-AS1,0.644799449
ITCH,0.159851217
ARHGEF10,0.517788029
C9orf41,0.49376245
THOC2,0.380091092
MTA1,0.264945658
POM121C,0.323889043
MSH6,0.586093389
ARHGAP12,0.27305667
VCPKMT,0.434877645
ANAPC5,0.11803947
FBRSL1,0.350398819
LATS2,0.279868546
SLC25A1,0.333976736
AMHR2,0.696147664
CEP95,0.450829814
DENND1C,0.304680057
TCF20,0.217417132
PPM1B,0.071799961
UTP23,0.22827877
LOC100862671,0.595286459
DIDO1,0.276665738
EIF3E,0.433688878
SPTAN1,0.32253005
SMARCAD1,0.351357808
FAM193A,0.257072649
SIRT1,0.150019109
RANBP9,0.187518615
ZBTB38,0.368914627
CGREF1,0.256734423
MTERFD1,0.4155576
CHMP7,0.298631097
TBC1D24,0.392092141
KIAA1429,0.190124934
FBXO21,0.155951645
DESI1,0.146769177
ABT1,0.382277598
BRD4,0.380209616
CTAGE8,0.2721736
DLST,0.474227123
GRK6,0.24411133
RAF1,0.125201105
PCMT1,0.372212257
POTEH-AS1,0.566887799
RNFT2,0.232412397
ZSCAN16,0.397445927
WDR62,0.693021524
PTRF,0.641684169
GAS8,0.395571456
SMC6,0.152905331
CETN3,0.142305494
TOB2,0.210868189
TMED2,0.423935086
RAB27B,0.699571849
AP001258.4,0.619136799
NRD1,0.126651661
FAM86B3P,0.806945782
GPN1,0.207252481
ARHGEF34P,0.353617112
CLUAP1,0.048591988
FSTL3,0.521844227
GAPDH,0.338985762
VPS72,0.158613702
SLC19A2,0.283825551
RPRD1A,0.053547728
BRE,0.266623081
TRMT13,0.322533622
TADA3,0.177860214
CYC1,0.087623563
CTAGE9,0.371514302
ZCCHC14,0.261002484
INSIG1,0.753281848
SEPN1,0.621450005
PFDN2,0.271891545
TRIM13,0.37231442
ERAL1,0.432363395
DDOST,0.391982267
FNTB,0.649723976
CAMSAP3,0.316491822
SLC7A1,0.6213901
H2AFX,0.61936141
FAM172A,0.082077501
TCF7L2,0.236973837
GDI1,0.039682571
PIGS,0.242228729
C8orf37,0.25784257
MIPOL1,0.43429607
ARIH2,0.294714429
ANKHD1,0.403227395
TBK1,0.482841193
PITPNC1,0.495140505
UQCRC1,0.073660464
SRSF4,0.070565626
RABIF,0.398762572
PERP,0.552471918
SNX6,0.010476321
MAP3K6,0.660951415
JUND,0.672493422
SNAPIN,0.035576272
STRAP,0.046849134
GATA6,0.372101918
C12orf66,0.240636823
NUP54,0.26848969
SMC5,0.386612282
EDEM2,0.379231078
BTBD10,0.261545359
CSNK1A1,0.245049926
RPL30,0.417529736
ZNF710,0.058721254
MRPL19,0.321230016
VAMP1,0.676304019
GUSBP11,0.717639643
RALA,0.285185919
C18orf25,0.033884761
TMEM258,0.168532476
FEN1,0.730541363
KIAA0141,0.149624463
KDELC1,0.572920853
ISOC1,0.544108384
STK38,0.293881848
MNAT1,0.007801817
METTL6,0.026344255
SLTM,0.195973125
DCTN6,0.1044349
MAP3K10,0.440516526
CHAF1B,0.671798443
SIPA1,0.643987709
CNOT10,0.178078277
NDUFS7,0.278465752
PSMA2,0.574238072
PPP2R5E,0.041448011
FADS3,0.423435128
WDR34,0.39300696
RBBP6,0.279755352
PLEKHA7,0.41943392
SBF1,0.341079638
CD320,0.505600231
WIPF2,0.235545195
INCENP,0.649254322
GRWD1,0.586479259
ANXA5,0.370204141
LINC00899,0.714347161
PA2G4,0.632990752
DPAGT1,0.493621508
HAUS7,0.673092601
DHPS,0.121188427
ACER3,0.383635657
CHML,0.458324666
PLEKHM2,0.110438874
METTL2A,0.17595055
PSMC2,0.438641128
DNAJC14,0.2880153
NTAN1,0.343642557
CTPS1,0.516613832
CGRRF1,0.407095494
N6AMT2,0.396136642
DENND4A,0.492955952
MARS2,0.499569122
GTPBP10,0.246880505
RPS25,0.34171258
ORAI3,0.260801133
TMEM116,0.444732418
PARP4,0.275774155
SNAP47,0.011256899
KCTD10,0.343686947
DNAJC27,0.515857659
ZNF182,0.551398607
MRPL9,0.276996451
CDC42EP2,0.618498384
GNAI3,0.187565102
MAML1,0.121119301
SNRNP35,0.313424168
RPL12,0.516453816
SYTL1,0.690933954
RPL23AP82,0.387823445
CCZ1,0.054377426
DHRSX,0.073938622
ERCC1,0.098557153
NFATC2IP,0.329880201
SCARB1,0.59161038
EAF1,0.243694996
PBRM1,0.305329513
TMEM192,0.217710563
ERC1,0.22416813
QTRT1,0.141913787
PI4KB,0.249066742
MFGE8,0.627021062
C11orf52,0.442825031
LIN37,0.518427551
BRD9,0.427586412
DDX5,0.529535185
PDXDC2P,0.688176263
KDM4C,0.266405997
VPS28,0.056419195
ERO1L,0.560030912
RPA2,0.575639109
ZNF2,0.264984048
PINK1-AS,0.528284344
FKBP9,0.554628287
RP11-395P17.3,0.739944022
SLC25A13,0.561241139
PSME2,0.510320828
HNRNPDL,0.527020983
KRTCAP3,0.363842723
TSPAN4,0.316076226
GUSBP4,0.445058214
PSPH,0.648111003
ZNF131,0.24316831
TRPM7,0.327383072
DRAP1,0.084222515
EZH1,0.505721751
FKRP,0.373961767
DDX39A,0.629627105
ATP2B1,0.645158715
IFT81,0.307239729
RAD1,0.383387928
IDI2,0.435716424
RP11-640M9.1,0.813807566
GRHL1,0.092476914
LOC100506990,0.623949206
MORC4,0.090961411
UBAP2L,0.433243558
BCL2L2,0.45756034
MCOLN1,0.557980222
LRRC45,0.725639247
SACM1L,0.156288922
RBBP7,0.588037668
MTMR1,0.458608931
LPP,0.488301846
BCL2L2-PABPN1,0.383970878
PEX11B,0.102099412
DCP2,0.536033103
C6orf52,0.541080587
RPS11,0.359496195
NIF3L1,0.477542711
AAMP,0.394954004
MYSM1,0.590926246
EEF1A1,0.614360401
LRRC24,0.630142497
SDAD1,0.013661167
TMTC4,0.502464244
USP6NL,0.332945924
RNF141,0.342367673
XIAP,0.283493062
ATP5B,0.550515077
USP39,0.263717692
ZNF16,0.320995014
SH2D4A,0.441830678
ZNF407,0.077966223
APC,0.382906381
PI4KAP2,0.566591668
WRNIP1,0.052981699
PPFIA1,0.340219288
MAPKAPK2,0.378414971
STT3B,0.562570399
ARMC10,0.502373809
UBE2K,0.366455856
ORC1,0.740515533
SKA2,0.276741997
PHF13,0.545760598
CTU2,0.131266985
ICA1,0.581465125
LEMD2,0.153664066
TBP,0.156586685
CAPN12,0.468014424
C5orf63,0.404213911
CEP68,0.413982744
BLOC1S3,0.671552321
METTL9,0.275045759
LOXL1-AS1,0.53526363
ATXN1L,0.499441948
PNRC1,0.61607787
KLHDC3,0.250580968
SIPA1L1,0.377119571
TMEM63B,0.206243827
CCNF,0.653189844
PDCL3P4,0.785438696
RBBP4,0.461504034
C11orf84,0.545765543
MPHOSPH9,0.543921196
CSAG3,0.068748259
ZNF526,0.513181784
ARHGAP1,0.39423488
RNF138,0.029172536
CC2D1A,0.383584917
PAPOLA,0.243909136
HDGF,0.548832274
IRF5,0.430798371
IPO8,0.039294517
GMPS,0.425815346
LRRC1,0.655955937
TMEM181,0.482218256
BBS9,0.277370841
LSM7,0.597262319
AP1S1,0.284770534
ARPC3,0.011666443
NFKBIB,0.232058958
IMPDH2,0.576077678
C16orf72,0.372076934
PAIP2,0.197215396
IGSF9,0.736494695
PIK3C2A,0.40287751
C1orf159,0.556364579
ATPAF1,0.280544731
ZFPL1,0.49928853
UNC50,0.417289362
COX5B,0.259471684
H3F3B,0.253430238
TONSL,0.761496274
ATP11C,0.544117401
TFAP4,0.366815764
LOC728554,0.545952635
SMUG1,0.188454821
ZMYM2,0.232739846
UQCRB,0.155130026
AGGF1,0.214294812
TM9SF2,0.188470331
WDR43,0.453168571
FAM120A,0.229391177
SHFM1,0.28813062
PRR14,0.482965557
ATP5I,0.543806781
TRAPPC8,0.219357049
CTNNA1,0.273692837
GPBP1,0.012865188
STIM2,0.587499543
SLC4A1AP,0.236251723
KLHL8,0.345163947
C9orf129,0.429987632
POC1A,0.596298525
DHFR,0.723232835
ZNF582,0.45249733
RNPEP,0.276724098
ACAD8,0.327824827
NDUFA9,0.750631735
ZNF786,0.4651847
DBR1,0.470474547
ACP1,0.597629696
PRMT2,0.068657814
CLCN2,0.637186936
FXR1,0.164583183
AGAP3,0.503830677
ITGAV,0.316864229
CASZ1,0.553007233
KIAA1715,0.386658373
EVA1B,0.685525915
ZBED5,0.297085162
FBXO45,0.397280588
ASNSD1,0.419813297
EDC4,0.530513418
GBA2,0.424670695
DNTTIP1,0.526433682
CDC27,0.439321396
THAP9,0.417199094
NCOA4,0.150986131
ZSCAN21,0.430231212
ZNF493,0.625236143
SEZ6L2,0.451758809
NOL12,0.20925713
SEC22A,0.371086644
PAXIP1-AS2,0.666355955
ANKRD26,0.514956986
ZNF414,0.654667774
ZYG11B,0.121529483
ZNF268,0.385946427
PHC2,0.481169932
TXLNG,0.369419319
NBR1,0.401017642
RDH13,0.562663042
MCUR1,0.262836604
TMEM87B,0.155001193
GLTP,0.248222361
FZD6,0.434218971
ANKHD1-EIF4EBP3,0.343722231
TTC7A,0.273031457
RRM2,0.850503275
BSDC1,0.352196501
EFNB3,0.844220316
PAOX,0.706418345
CCDC174,0.548625868
VPS11,0.445265715
ZNF701,0.601042813
C2CD2L,0.424910962
CASK,0.584354055
UBE2J1,0.336169896
KCTD18,0.410550512
DAB2IP,0.466515816
MAPRE2,0.619179128
PIGV,0.218280504
NR1D2,0.634451628
DCAF7,0.399950391
TBC1D19,0.367070459
RBM10,0.290832508
AGK,0.358332805
FOXO1,0.466264043
RPRD1B,0.31994277
ZNF527,0.610888037
DYNLT3,0.470087154
MVB12A,0.436666007
CLK4,0.534728257
LSM14A,0.173820279
RNF38,0.620943403
PPM1G,0.542073007
CREB1,0.273300604
MDM2,0.389675465
CAPZB,0.412780833
SLC44A1,0.533477937
POMT1,0.301817528
TMEM167B,0.138798171
ARFGAP2,0.418320227
EML4,0.338547228
PCDHB13,0.772957196
MFSD10,0.107475231
ALYREF,0.676265795
MBD6,0.733615889
RNF14,0.312952774
LUC7L,0.731386888
MTERFD2,0.725940779
ABLIM1,0.509187943
ZSCAN22,0.329881591
RPL37A,0.526856769
FAM118A,0.701533742
RCC1,0.614360096
CCDC22,0.567976437
C11orf54,0.220335916
RAE1,0.079219599
KDM2B,0.523846575
SLC44A2,0.284485512
TAF9B,0.444271611
EMC1,0.414420752
IDH1,0.382242408
ZNF222,0.56444143
SUMO1,0.1220591
PMS2,0.342518138
RPSAP58,0.295380767
ALX3,0.430313193
RPL6,0.462603663
DCP1A,0.798617369
PEA15,0.36180129
ZMYM4,0.053166314
UTP14C,0.396501182
C19orf60,0.514704821
MOSPD2,0.343522921
WDFY1,0.372684906
DNAJC19,0.318601522
C22orf23,0.825152878
ZBTB14,0.373924996
RNF168,0.680072637
TM9SF3,0.147317246
LMF2,0.470573813
RAD9A,0.760397184
GAA,0.352111624
TJAP1,0.405947692
EXTL3,0.424512847
ZNF394,0.394788254
MRPL51,0.496162987
TAF1D,0.532403633
KLHL9,0.349832774
PARL,0.335054093
PIGB,0.204638317
ESD,0.167460442
CDK5RAP3,0.699939207
ZBTB49,0.555762571
FBL,0.604979761
ZNF737,0.740348439
OTUD1,0.641878433
SRSF9,0.353526114
TBC1D5,0.526540288
CTNNAL1,0.64054617
POLR1A,0.605688267
EXOSC10,0.472030098
MAL2,0.317608037
CALML4,0.558447639
LRRC57,0.274897309
RAPGEF2,0.379703906
TMEM131,0.420945926
RNASEH2A,0.782524474
AHCYL1,0.595051385
GRN,0.517864068
GK,0.234430587
DNAL4,0.548930838
GEMIN5,0.683108703
ARMC1,0.33905288
INO80E,0.035807943
WDR5,0.267596777
RNF220,0.056292
KLC4,0.726403811
CCDC50,0.554195567
USPL1,0.501689734
MEF2A,0.732413894
SERINC3,0.211964195
CSAD,0.693359539
PPM1M,0.86408407
MED23,0.495699411
SRD5A3,0.388900182
PEX5,0.333209136
YES1,0.209686874
YEATS2,0.485818897
RP5-886K2.3,0.548744363
VCPIP1,0.561186386
EYA3,0.518357841
ACADS,0.531867734
BTF3L4,0.355893463
TOR1AIP2,0.578815926
PHLPP2,0.595095345
LSM4,0.486104952
CDK5,0.404365043
CFL2,0.758984379
PBX3,0.613330071
STXBP3,0.247918528
FAM133DP,0.922485142
KIFC2,0.864841973
TPM3,0.621378264
PWAR5,0.816058732
LOC284023,0.194408973
STK35,0.486258666
EIF1AX,0.231190028
LOC100379224,0.566251629
CALM2,0.457637115
AP2A1,0.555829786
DHX33,0.610521667
DMXL2,0.576475702
EIF3L,0.582629029
ACTR10,0.189494075
RP11-849H4.4,0.612657306
HDGFRP3,0.733614121
LZIC,0.326878694
C3orf62,0.24956594
SRRT,0.773523696
SOCS6,0.422724579
TCEAL1,0.414671277
M6PR,0.571558482
FOXA1,0.415597976
RNF44,0.624386555
ERN1,0.873423628
PPP3CA,0.507314714
CIDECP,0.441605432
R3HCC1,0.064560966
SECISBP2L,0.373589257
RSF1,0.523505244
LOC391322,0.881411201
TRIM44,0.701043351
ZNF860,0.932406741
COX6C,0.386179938
ISY1,0.532352276
ZNF512B,0.668228105
RIF1,0.541769033
TMEM184B,0.573474879
GLE1,0.174868688
JAK2,0.455096766
NOC4L,0.607850346
ETV6,0.602525919
G6PC3,0.261455621
TSTD2,0.657532162
CORO1C,0.749103764
CCNB1,0.705281857
COPS4,0.281977437
APTX,0.057787261
EPT1,0.705136448
DDX55,0.497101244
WDR83OS,0.199989958
OSGEP,0.237449383
RUFY1,0.181400656
NDEL1,0.537601603
KLHL7,0.470938335
PPM1F,0.598636831
CDC42SE1,0.477277595
LYSMD2,0.491653157
NUFIP1,0.565698282
CBX1,0.339345443
PPP1R13B,0.386901924
MCM6,0.785795889
TBC1D10B,0.464352919
LOC388780,0.799632637
FBF1,0.678716227
ARAF,0.497819145
CLPX,0.086270874
CHAMP1,0.671551437
AGAP8,0.653141104
ATF5,0.342782028
MVK,0.845998548
SPG11,0.363637385
NKTR,0.660775616
ZNF813,0.704031678
SNX4,0.437082312
ZNF706,0.120193226
PDSS1,0.692922757
NXF1,0.456014837
MPP7,0.583747679
POLK,0.422017918
PUSL1,0.633246721
MRPS35,0.455664284
DHRS13,0.47403388
GRB14,0.823066384
UIMC1,0.406080017
NIT1,0.523162875
NPAT,0.57044919
C10orf76,0.321363151
IARS,0.650690995
LINC00641,0.643578893
ARMC8,0.446458541
PHLDB1,0.668080501
ZNF850,0.789736623
GTF3C2,0.482493896
C2orf81,0.692482064
FTSJ2,0.632965877
MADD,0.598716874
RNF34,0.178271349
INIP,0.486692702
DHX37,0.696893497
PUM1,0.274539895
C15orf38-AP3S2,0.767914757
RABEP1,0.374319419
ZNF205,0.298596939
LLGL1,0.365919946
MRPL45P2,0.293433357
CHD6,0.669957435
FEZ2,0.467990682
SMCHD1,0.376965329
CRYZL1,0.376499435
BRD8,0.56067203
EIF4EBP2,0.614734606
TPT1,0.534830254
DDX46,0.75958882
CRADD,0.56440449
RRP12,0.580107418
TTC5,0.539444386
RNF214,0.594355515
ICMT,0.711211003
PRPF4B,0.699932766
MRPS36,0.744025576
CABLES2,0.802813238
COX17,0.734389672
WDR61,0.504383726
TMTC3,0.573959814
BRF2,0.638587932
KIAA1143,0.594556149
HILPDA,0.776259649
IFNAR2,0.527252406
HAUS6,0.659314239
KPNA3,0.704558361
PWP2,0.694582254
ZNF692,0.768033135
ESF1,0.540819068
TMEM200B,0.633982833
RPS10,0.65031567
RPLP1,0.565851024
USP24,0.384808396
FAM204A,0.479238294
GOLGB1,0.595735351
NAA30,0.459093783
CENPT,0.745422007
CELF1,0.395967409
PPP4R1,0.247546627
SLC7A2,0.695009819
CREB3L2,0.75331845
LRRC37BP1,0.399214006
LGALSL,0.741591062
CXXC1,0.676296212
IFT22,0.390462835
ZNF587,0.556905346
TMOD3,0.436241468
INTS3,0.619846733
PARP16,0.42812528
SPTLC1,0.252991537
RNF20,0.368783761
MED1,0.316287003
HIVEP2,0.586336394
APOA1BP,0.362450497
CNEP1R1,0.467282641
WDR47,0.366382454
SRCAP,0.623857869
RAB6A,0.642813108
FGFR4,0.788658968
SLC25A22,0.783795041
SLC25A36,0.815744893
CCDC138,0.733970284
ZBTB40,0.615682153
EXOC5,0.368284368
ZNF324B,0.636491849
LOC100506714,0.649038784
MRPS25,0.683461266
ZFP82,0.491607643
TRMT10B,0.485734876
PPP2R5C,0.334305188
RAB22A,0.424758393
CCDC66,0.761534612
AMFR,0.273212136
FAM120B,0.263177233
TMEM248,0.436039362
TSNAX,0.465198289
RBM23,0.616991452
GGPS1,0.417780924
XAB2,0.439805702
PRKCI,0.678874269
CCDC167,0.849657903
TRAM1L1,0.510594268
TMEM54,0.735438693
ELOVL1,0.692826452
KBTBD7,0.440864906
EXT2,0.524354865
ZNF764,0.626682225
AR,0.513158293
YIPF3,0.232365147
SETX,0.680349557
CAD,0.709809545
FGFR1,0.825453946
TPPP,0.859783238
ARFGEF1,0.4186448
MLLT6,0.683268852
TBCK,0.714622546
FOPNL,0.461974497
NDUFS4,0.569736445
WDR44,0.670437814
SARM1,0.442250736
DFFA,0.496803391
ARFIP2,0.46002295
GSK3B,0.430163075
MARS,0.810817726
MARK2,0.251619921
MTFR1L,0.417995516
LRR1,0.782896596
CCBL2,0.357304115
ZNF749,0.641425345
DIABLO,0.476942681
TCEA1,0.697336935
VDAC3,0.577396221
GNPDA2,0.478387879
SLC25A14,0.766251278
SF3A3,0.061156235
PNN,0.738168111
AP3M1,0.417009295
LOC550643,0.404100178
ASB13,0.523632426
NELFA,0.411266916
PPP1R3E,0.774371915
HAS3,0.263882959
DHX15,0.687054815
CALU,0.735333757
POR,0.562078999
MSL1,0.677054312
KRBOX4,0.600203955
ZFR,0.548262242
YPEL3,0.595853087
FGFR1OP,0.544582616
RPARP-AS1,0.286357591
ZBTB8OS,0.188131164
YTHDC2,0.566291293
POLR3E,0.617470104
SIX4,0.675014159
TRIM28,0.734202226
PET112,0.588183259
GAPVD1,0.582308194
PPP1R15B,0.563320728
PCF11,0.285029704
ARL16,0.642255159
DIP2C,0.702072382
SLC37A4,0.757193361
ZNF277,0.746769883
POLM,0.587504196
HSPD1,0.727245712
TBCEL,0.643569003
LOC100233156,0.758957848
PTBP1,0.608816483
KIAA0368,0.549145233
PTPN23,0.579603934
DDX58,0.80914587
TYW1,0.433456322
EIF5B,0.765988304
ZNF816,0.703064248
EMG1,0.581516037
SMARCE1,0.150680291
FAM160B2,0.797337622
ADSS,0.676503933
NUDT3,0.42082907
MTOR,0.570311624
DCTN1,0.56477251
PARP8,0.917661319
SUGT1,0.77033813
SPDEF,0.682816531
ATG16L1,0.723590055
IDS,0.619960786
NPDC1,0.739684913
MRPL13,0.634629148
IMMP2L,0.243255259
ZFAT,0.29001026
CELSR1,0.836925644
TPST1,0.691114974
HNRNPH2,0.695777271
TTLL3,0.868862187
CPSF1,0.794200674
RPS9,0.624722332
LACTB2,0.527911886
LOC648987,0.633217771
HOMER3,0.768771973
STX18,0.539909096
CEP78,0.762946619
FAU,0.419953296
PCBP1,0.757419019
ZNF251,0.599820082
ABCA2,0.80671777
LYRM7,0.735039449
DHX35,0.565538282
ATP5L,0.359933459
CDV3,0.706749428
PDCL,0.592389425
EPHB3,0.884201798
CISD2,0.746864902
MARVELD2,0.647763225
RPS7,0.58653433
AQR,0.62019292
GPR89B,0.611231605
AP5Z1,0.793898776
L2HGDH,0.68092282
LYRM9,0.839704577
MRPS31,0.595908673
RPS16,0.634660796
FAM131A,0.669017151
SLC16A2,0.85488437
NAA15,0.798096103
IP6K1,0.465410795
ZC3H15,0.567210472
ZP3,0.780101587
LINC00174,0.828017948
PCID2,0.707146602
SUCO,0.602243883
ICK,0.606122016
SLC25A35,0.758631243
HMGCR,0.862814711
PPP1R14B,0.730273807
RPS6KA3,0.760753951
PPP1R12A,0.530008073
ANKRD17,0.670105529
MBD4,0.490451734
WDYHV1,0.6781678
KCTD1,0.737168268
CNOT11,0.655129797
PTTG1,0.779929991
ZNF467,0.681564851
THAP6,0.469407664
ATP7B,0.620724151
FRG1B,0.700539798
GBE1,0.695756082
COPS3,0.575568523
JRK,0.60346848
