gene,GSE55030_p_val,GSE71797_fc_1,GSE71797_fc_2,GSE82223_fc_1,GSE86532_fc_1,GSE92574_fc_1,GSE110903_fc_1
DDX20,0.281950692,0,0,0,0.031075564,0,0.918149249
CTTNBP2NL,0,5.517877328,0.151072502,0,0,0,0.639529567
CAPZA1,0.34837595,2.283443879,0.723013065,0,0,1.641653035,0.568090121
MOV10,0.003160118,3.899906385,0.300751769,0,0,0,0.519770731
LRIG2,0.122296814,0,0,0,0,0,0.652542391
MAGI3,0.014986909,0.391059943,0.538047054,0,0.196560943,0,0.319956134
RP11-512F24.1,0,0,0,0,0,0,0.744546089
DCLRE1B,0,0,0,0,0.465913053,0,0.214061245
HIPK1,0.000842886,1.320983135,0.937870514,0,0.133793291,0,1.027715529
VANGL1,0,1.660634875,0.735008409,0,0,0,1.194022343
SLC22A15,0,0,0,0,0,0,0.945367293
MAB21L3,0,0.674483495,0.795235168,0,0,0,15.38344716
ATP1A1,0.003625589,1.603395084,1.546380441,0,0,1.152306262,1.582368228
PTGFRN,0.00154087,3.814700421,0.408177738,0,0,0,0.172818971
TTF2,0.010880943,0,0,0,0.358495552,0,0.301887379
MAN1A2,0.164308189,1.910987391,1.226866546,0,0.997587851,0,1.081515349
FAM46C,0,0,0,0,0.401429063,0,1.083079066
WDR3,0.00047755,3.341364842,0.686045287,0,0,0,0.429195092
RP11-418J17.1,0,0,0,0.809997207,0,0,1.409750139
PHGDH,0.00358862,2.059058977,1.137711472,0,0,0,0.226261024
NBPF8,0,0,0,0,0.233251289,0,0.767472256
AC253572.1,0,0,0,0,0,0,1.496762183
NBPF26,0,0,0,0,0,0,1.560684556
LINC00623,0,0,0,0,0,0,0.203695331
SRGAP2C,0,1.698539661,1.628231272,0,0.00334489,0,0.695526274
SRGAP2D,0,1.693039229,1.499365299,0,0,0,0.416154165
FAM72D,0,0,0,0,0.105624059,0,0.254677215
AC241585.2,0,0,0,0,0,0,0.007277553
CH17-373J23.1,0,0,0,0,0,0,0.176285734
GPR89A,0.106766262,1.186354132,1.261712195,0,0,0,0.693971024
POLR3C,0.589027812,1.378872293,1.795324979,0,0.000359902,0,0.392996189
NUDT17,0,0,0,0,0.009973937,0,0.180851643
GNRHR2,0.019463708,0.322518561,2.094321282,0,0.021457881,0,0.542430948
POLR3GL,0.070432586,1.660972814,1.012410038,0,0.008767245,0,0.150640383
RP11-458D21.1,0,0,0,0.133189029,0,0,0.096166954
NBPF12,0,0,0,0,0.180012401,0,1.364562631
RP11-337C18.8,0,0,0,0.282109879,0,0,0.484080689
PDIA3P1,0.059366085,0,0,0,0,0,0.848919134
CHD1L,0.05252352,1.258763445,1.534091195,0,0.020266447,0,0.526150834
BCL9,0,0,0,0,0,0,0.885524685
GPR89B,0.276030429,1.076634079,1.273736862,0,0.611231605,0,0.625607404
RP11-94I2.4,0,0,0,0,0,0,2.511716041
ABHD17AP1,0,0,0,0,0,0,1.045243493
AC245100.1,0,0,0,0,0,0,0.049517621
PDE4DIP,0,3.010169862,2.538782621,0,0.003276297,0,3.004835272
NBPF19,0,0,0,0,0,0,0.624652129
HIST2H2BD,0,0,0,0,0,0,0.16847598
RP11-196G18.24,0,0,0,0,0,0,0.351462745
HIST2H2AC,0.042503371,0.251817857,2.861686746,0,0.284020674,0,0.707238516
BOLA1,0.023887358,0.906252751,1.243690701,0,0,0,0.190113602
VPS45,0.715220693,1.09193536,1.155424318,0,0.021397014,0,0.813042109
PLEKHO1,0,0,0,0,0.047288002,0,0.437584436
CIART,0,0,0,0,0.79982319,0,0.046661995
MRPS21,0.436778224,1.567975665,0.96591092,0,0,1.467397763,0.343792338
PRPF3,0.130770172,0.935598794,0.965453166,0,0.941701366,0,0.93499476
RPRD2,0,0,0,0,0.005878051,0,0.973194957
TARS2,0.035773517,1.542165705,0.983222876,0,0.367207631,0,0.491707825
ADAMTSL4,0,0,0,0,0,0,0.002085838
SETDB1,0.137299719,1.259514547,0.787618352,0,0.005726964,0,0.783454294
ANXA9,0,0,0,0,0,0,0.00820323
PRUNE,0,0,0,0,0.013459787,0.490359386,0.724262007
C1orf56,0,0,0,0,0.025079833,0,17.21033478
MLLT11,0,10.53454468,0.49961107,0,0,0,2.238778895
GABPB2,0.009414884,0,0,0,0.007921674,0,0.693309999
SCNM1,0.076364659,2.342102138,1.449519661,0,0.032992597,0,0.59067249
PIP5K1A,0.142148693,1.086487543,1.459040086,0,0.058826805,0,1.367453166
PSMD4,0.030563889,2.127533315,1.178312536,0,0.005193375,3.237427627,0.658468271
ZNF687,0,0,0,0,0.005248434,0,1.17306279
RP11-126K1.6,0,0,0,0.066403166,0,0,0.217220863
PSMB4,0.16870066,1.382223369,1.254856529,0,0.087838783,0,0.696686695
CGN,0.004672048,0,0,0,0.100287822,0,1.52912522
TUFT1,0.011200044,0.932741075,1.069686219,0,0.857423011,0,0.851337921
SNX27,0.020576031,1.355716826,1.304896123,0,0.05841161,0,0.866279727
OAZ3,0.052152283,0,0,0,0,0,1.824014672
RP11-98D18.9,0,0,0,0.535072192,0,0,0.668788133
AL450992.2,0,0,0,0.213768415,0,0,0.274665513
FLG-AS1,0,0,0,0,0.000858831,0,1195625.728
RP11-107M16.2,0,0,0,0,0,0,2.991019175
CHTOP,0.001052788,1.282073887,1.178431883,0,0.004709367,0,1.415282456
SNAPIN,0.010546816,0.869778277,1.190230443,0,0.035576272,1.554686054,0.652370532
INTS3,0.023627045,1.047691237,0.680116025,0,0.619846733,0,0.940181894
SLC27A3,0,0,0,0,0.00599032,0,17.09534206
RP11-422P24.12,0,0,0,0,0,0,1.062593586
RP11-422P24.10,0,0,0,0,0,0,1.219512648
CREB3L4,0.024443988,0.068625634,1.839105333,0,0.301725851,0.738269638,3.77290629
RP11-422P24.11,0,0,0,0,0,0,0.230258483
RPS27,0.018256547,1.185470555,1.248047721,0,0.057210271,308.8695193,1.109100647
UBAP2L,0.067426729,1.852952957,0.857310189,0,0.433243558,0,1.299867293
HAX1,0.000614882,0.789785574,2.134316533,0,0.268001223,0,0.566061672
ATP8B2,0,0,0,0,0.018301535,0,0.387167668
IL6R,0.402633547,0,0,0,0,0,0.138772944
CHRNB2,0,0,0,0,0.000901488,0,624.2501676
RP11-307C12.12,0,0,0,0,0,0,1.420628194
CKS1B,0.011576435,0.488314163,9.011682577,0,0.015170668,3.967917906,2.093458371
FLAD1,0.030800145,1.071600763,1.294134787,0,0,0,1.33304549
ZBTB7B,0.061365538,0.713822009,0.6696112,0,0,0,1.749598625
ADAM15,0.018507897,0.505905695,0.938340025,0,0,2.251701817,0.180740505
EFNA4,0.058547158,0.375045011,0.926487172,0,0,0,0.076008194
EFNA3,0.033817666,0.152126167,0.41921628,0,0,0,0.037298731
EFNA1,0.033951515,0.205035278,1.005145651,0,0,0,0.39105463
SLC50A1,0.061499048,1.07676295,1.096892522,0,0,0,0.43323861
TRIM46,0,0,0,0,0,0,0.306196425
MTX1,0.0112435,1.653297402,1.327282027,0,0,6.627124796,0.443701114
HCN3,0,0,0,0,0.069358127,0,1.761356247
FDPS,0.001044078,0.296903985,5.443940576,0,0.065129989,5.679147921,1.02704404
RUSC1,0.03961557,0.607735581,2.468579597,0,0.017197241,0,2.280445466
ASH1L-AS1,0,0,0,0.084285685,0.790521844,0,0.298312148
MSTO1,0.047858471,3.991198103,0.377517603,0,0,0.782999399,0.877766517
DAP3,0.010203808,3.326669016,0.462316916,0,0,0,0.427692232
MSTO2P,0.04928855,0,0,0,0.10134784,0,0.89549374
LAMTOR2,0.053818959,1.024264401,0.697902063,0,0,0,0.301839706
RAB25,0.015496479,0.467539826,0.001642062,0,0,0,0.147469924
LMNA,0.007684767,2.445411367,2.6617769,0,0.016522797,0,0.39183194
SEMA4A,0,0,0,0,0.000827064,0,3.229689904
SLC25A44,0.035077548,0,0,0,0,0,0.965598351
PMF1,0.027496282,1.411721849,1.069476175,0,0.048665188,0,0.973848674
BGLAP,0,0,0,0,0,0,1.025817711
TMEM79,0,0,0,0,0,0,3.462199693
TSACC,0,0,0,0,0,0,0.126072022
APOA1BP,0,0.881551248,1.229367137,0,0.362450497,1.375325752,0.572617156
AL365181.2,0,0,0,0,0,0,0.868070634
RRNAD1,0.129382366,1.694213476,1.324283229,0,0.062854368,0,0.596105699
PRCC,0.04186995,1.494167345,0.907297773,0,0.010243642,0,0.9723118
KRT8P45,0,0,0,0,0,0,2.588389846
DUSP23,0.112388,1.174265491,1.145651237,0,0,61.25096402,0.001430106
LINC01133,0.028495333,0,0,0,0,0,0.019797905
PEA15,0.002885646,3.51291088,1.557746212,0,0.36180129,2.450141688,1.501377044
SUMO1P3,0,0,0,0,0,0.056443058,4.627289052
NCSTN,0.589426044,1.694371932,0.982780618,0,0.128266031,0,0.843922366
VANGL2,0,0,0,0,0,0,0.215200044
RP11-312J18.5,0,0,0,0,0,0,9.189476498
KLHDC9,0.036302523,0.070110464,1.595108357,0,0.209017821,5.340282534,0.140925452
NIT1,0.266836412,2.124926043,0.724558068,0,0.523162875,0,0.412463023
UFC1,0.618645233,0.938992108,1.202203919,0,0.019387039,2.267151131,0.705679433
USP21,0.027371701,0,0,0,0.014507248,0,0.58141475
PPOX,0.182711941,1.168996904,0.585858917,0,0,0,0.166462442
NDUFS2,0.027254929,0.627129969,1.667863583,0,0.008204278,0,0.493587809
TOMM40L,0.006044315,0.337022611,1.91352843,0,0.035842835,0,0.816132879
SDHC,0.044980491,0.923150065,1.087503649,0,0.033124396,0,0.394571544
DUSP12,0.043251657,1.364092569,2.043295635,0,0.028364699,0,0.753844899
ATF6,0.051673834,1.280200923,1.638238643,0,0.547501057,0,0.911781384
C1orf226,0,0,0,0,0.058570302,0,1.36915304
UHMK1,0.276648349,1.179799894,1.09867714,0,0.016191202,2.00952115,0.407960359
UAP1,0.069419537,2.262329155,0.941059969,0,0,0.449607053,1.378493854
RP11-359K18.4,0,0,0,0,0,0,1.906694105
DDR2,0,0,0,0,0,0,0.928010324
HSD17B7,0.156982444,0.265443631,1.421863714,0,0,0,0.317000028
RGS4,0,0,0,0,0,0,627.5354397
NUF2,0.00165676,0,0,0,0.068377892,0,0.356946561
PBX1,0,0,0,0,0.384796238,0,0.383912275
MGST3,0.011233047,2.092819827,0.595086537,0,0,0,0.364384169
RP11-466F5.8,0,0,0,0.09635554,0,0,0.100268726
UCK2,0.019586724,0.86527085,3.109983622,0,0.088506985,0,1.266823784
POGK,0.006302406,1.123992698,1.249014471,0,0.077846577,1.462962012,0.462020792
DUSP27,0,0,0,0,0,0,6.23E-09
POU2F1,0,0,0,0,0.156003545,0,0.461599259
MPZL1,0.001428769,1.287275886,0.96180466,0,0,0,0.963102549
DCAF6,0.426122586,0.716910697,0.634044289,0,0,0,0.413782463
TIPRL,0.057603975,1.314382575,1.635069046,0,0.001744649,0,0.837041249
SFT2D2,0.002278216,1.05114207,0.408906185,0,0.148861059,0,0.680425444
XCL1,0,0,0,0,0.014964955,0,1
ATP1B1,0.000239572,2.759815621,0.046050112,0,0,0,0.068272894
BLZF1,0.001508836,1.383350078,0.688391743,0,0.020347452,0,0.408091776
RP1-206D15.6,0,0,0,0,0,0,0.125530646
C1orf112,0.293134783,0,0,0,0.11277785,0,0.328467203
GORAB,0,0,0,0,0.002682725,0,0.778074462
FMO4,0,0,0,0,0,0,0.051046236
PRRC2C,0.368742211,1.372899682,1.367456501,0,0.00356783,0,1.338926694
METTL13,0.002094849,0,0,0,0,0,0.608587966
SUCO,0.21030581,0.584436442,1.135469592,0,0.602243883,0,0.752098028
PRDX6,0.002700994,1.861095712,0.430454293,0,0,0.975373093,0.654205057
KLHL20,0.016930785,1.797098196,0.375093873,0,0,0,0.405846125
DARS2,0.168426879,1.373779934,1.930797342,0,0.077878187,0,0.244628839
GAS5-AS1,0.007117726,0,0,0,0.075823168,0,0.637971625
ZBTB37,0.049455052,0.337834601,0.886489652,0,0.087463644,0,0.400441474
RABGAP1L,0,0.921817245,0.715943007,0,0.262365233,0,0.51849923
CACYBP,0.003089219,1.63632432,0.930194377,0,0,0,0.211035782
RP11-318C24.1,0,0,0,0,0,0,1
RASAL2,0,0,0,0,0.051148823,0,1.836469232
RALGPS2,0,0.448475737,4.457215723,0,0.000845176,0,2.239666031
FAM20B,0.000203161,1.211706746,2.248766308,0,0.001568472,0,1.217331095
TOR3A,0.005495521,0.632757442,2.596700213,0,0.060277153,0,0.528518325
SOAT1,0.019519757,2.221439702,2.17810665,0,0.045414249,0,3.898669867
TOR1AIP1,0.103655151,1.021424872,0.71403993,0,0.099723576,0,1.468260246
CEP350,0,1.582914388,1.214168403,0,0.023146508,0,2.754217765
QSOX1,0.007394328,28.30331493,0.28062142,0,0,0,0.066185064
LHX4,0,0,0,0,0,0,0.142080759
XPR1,0.028439623,2.435814357,1.319027933,0,0.043125361,0,0.769375406
MR1,0,0,0,0,0.623700333,0,0.29228078
IER5,0,0,0,0,0.005245145,0,0.087954004
EIF1P3,0,0,0,0,0,0,4697098.147
NPL,0,0,0,0,0,0,0.090252171
DHX9,0.003038387,0.691124652,1.195909017,0,0.55540681,0,0.780893933
LAMC1,0.002528836,2.512795857,1.349295259,0,0,0,4.015841682
LAMC2,0,0,0,0,0,0,262.7178624
SMG7,0.224428208,0,0,0,0.014432585,0,1.057157665
RGL1,0,0,0,0,0,0,0.158502811
TSEN15,0.052327244,0.878340775,3.419484898,0,0.070648533,0,0.418838261
C1orf21,0.000382696,0,0,0,0,0,0.236717367
RNF2,0.031394689,0.92261834,1.606122039,0,0.010930139,0,0.668747503
SWT1,0,0,0,0,0.008101521,0,0.996462622
C1orf27,0,0.649704938,1.654866022,0,0.042561236,0,1.015082634
OCLM,0,0,0,0,0,0,0.486065502
LINC01351,0,0,0,0,0,0,0.818267667
RP11-142L4.2,0,0,0,0,0,0,3586875.185
RP11-92K2.2,0,0,0,0,0,0,1.268148969
RGS2,0,0,0,0,0.00108752,175.9074117,0.207514614
TROVE2,0.035970594,0.805687575,1.832335113,0,0.014629831,1.566309639,1.161845508
CDC73,0.039975237,0.738777159,1.500334256,0,0.007325468,0,0.629509442
C1orf53,0.080035603,0,0,0,0,0,0.306452679
NEK7,0.042006241,0.66746125,2.450779419,0,0.000812055,0,0.961263161
NR5A2,0,0,0,0,0,0,2.233926356
CAMSAP2,0.004223776,1.134362889,0.964969918,0,0.13593681,0,0.380055533
C1orf106,0,0,0,0,0.010041299,0,0.086662124
PKP1,0,0,0,0,0.010765532,0,231.1877907
RP11-27G14.4,0,0,0,0,0,0,0.194253806
RP11-134G8.7,0,0,0,0.255266213,0,0,0.256615605
RP11-134G8.5,0,0,0,0,0,0,0.511852492
NAV1,0,0,0,0,0.020297465,0,0.148184295
IPO9,0.040216606,0,0,0,0.054671105,0,0.944522614
SHISA4,0.013167393,0,0,0,0,0,0.322403447
TIMM17A,0.026285587,1.254458977,1.068263468,0,0,0,0.534137539
RNPEP,0.023538258,1.133575144,0.724209251,0,0.276724098,0,0.542350493
ELF3,0.002681068,0.021616105,1.258808305,0,0.610045216,0,2.377609129
PPP1R12B,0,0,0,0,0.019773098,0,0.905811137
PCAT6,0,0,0,0,0,0,0.266319712
TMEM183A,0.044467316,0.616382255,1.31585368,0,0.089557384,0,0.560035335
PPFIA4,0,0,0,0,0,0,0.782879102
BTG2,0.006220349,0.311062972,0.142808252,0,0,0,1.244410514
PRELP,0,0,0,0,0,0,2.861907629
ATP2B4,0,12.07001375,0.131796164,0,0,0,0.8295608
ZC3H11A,0.043120129,1.29814143,1.137382517,0,0.007430863,0,1.624231998
SNRPE,0.089452534,0.887921374,1.396939529,0,0.222244527,0,0.268485708
SOX13,0,0,0,0,0.014986839,0,0.360634475
MDM4,0.193186829,1.040925701,1.563928275,0,0.008619761,0,0.849909907
NFASC,0,0,0,0,0.016913974,0,3.510587576
SNRPGP10,0,0,0,0,0,0,1.322281692
CDK18,0,0,0,0,0.032127056,0,0.219350417
MFSD4,0,0,0,0,0.059257782,0,1.782956909
SRGAP2,0.475535399,0,0,0,0.12011408,0,0.700506057
IKBKE,0,0,0,0,0.254816892,0,0.130128361
RASSF5,0,0,0,0,0,0,0.313867861
DYRK3,0,0,0,0,0,0,0.181209816
MAPKAPK2,0.008788637,4.447292926,0.561488006,0,0.378414971,0,0.550942168
PFKFB2,0.016328811,0.617358417,1.071554612,0,0.961744262,0,1.206766596
CD55,0,0,0,0,0.130434271,0,19.80272171
CD46,0.594979181,0.437292758,2.328278937,0,0.040158321,0.957246187,2.499318774
DIEXF,0,0,0,0,0.010742688,0,0.459790304
HHAT,0,0,0,0,0.014485141,0,4.575405767
RCOR3,0.473002697,0.856883963,0.811556811,0,0.1254343,0,0.696244543
TRAF5,0,0,0,0,0.002171342,0,0.611786875
LINC00467,0.030112113,0.896248027,1.771283396,0.074261644,0.016243174,0,0.093595312
DTL,0.001511047,0,0,0,0.089994407,0,0.077577912
PPP2R5A,0.035090681,1.141438062,1.034246311,0,0.040373672,0,0.17487542
NENF,0.061065266,1.853534907,0.679370424,0,0,0,0.265631651
ATF3,0.011021363,0,0,0,0.387263149,0,0.031443365
TATDN3,0.010175128,0,0,0,0.030459913,0,0.15373872
FLVCR1,0.003591962,0,0,0,0.939780588,0,0.393321432
VASH2,0,0,0,0,0,0,0.118220228
RPS6KC1,0.47685662,2.251942483,0.878307854,0,0.09299286,0,0.67877347
SMYD2,0.151873757,0,0,0,0.173353532,0,0.749925831
CENPF,0.08997486,0,0,0,0.034198411,0,0.484475285
KCTD3,0.013162342,0.411511194,2.520055966,0,0.003533796,0,1.37305773
RRP15,0.01398022,0,0,0,0.051004681,0,0.773067195
TGFB2,0,0,0,0,0,0,131.0252038
LYPLAL1,0.574445684,1.084808699,0.706067754,0,0,0,0.21358571
IARS2,0.021375387,0.765694802,1.768566742,0,0.035101215,0.924100597,0.469666658
MORF4L1P1,0,0,0,0,0,0,0.961057216
MARK1,0,0,0,0,0.419674028,0,0.779308727
C1orf115,0.005224789,0.080697398,0.472905199,0,0,0.093091314,1.961902754
Mar-02,0.035413263,0,0,0,0,0,0.434498582
Mar-01,0.013543613,0,0,0,0,0,1.125665691
RNU6ATAC35P,0,0,0,0,0,0,1.491719679
TAF1A-AS1,0,0,0,0,0,0,0.147594137
MIA3,0.0902239,0.926175711,0.436059068,0,0,0,0.70784
BROX,0.077423446,1.501235889,0.394380973,0,0,0,0.230588435
FAM177B,0,0,0,0,0.280543943,0,0.082541369
RP11-452F19.3,0,0,0,0.312050625,0,0,0.838275171
DISP1,0,0,0,0,0.083392458,0,1.744601613
CAPN2,0.349083819,121.9637252,0.180858895,0,0,0,1.197929611
RP11-504P24.3,0,0,0,0,0,0,0.450161189
RP11-504P24.9,0,0,0,0,0,0,0.762866919
FBXO28,0.033883015,1.646321025,0.459362126,0,0,0.623554542,0.367319736
DEGS1,0.005825668,1.909435172,0.209497519,0,0,0,0.677894589
CNIH4,0.019076221,1.093517289,1.719183369,0,0.036558662,0,0.535420158
CNIH3,0,0,0,0,0,0,2.750577681
DNAH14,0.049480884,1.03793519,2.585380407,0,0.0082992,0,0.903276232
SRP9,0.032898417,0.779440946,1.148402513,0,0.041488968,3.952842786,0.45678639
EPHX1,0.021483572,6.955042647,0.053508685,0,0,0,0.849814645
H3F3A,0.052970614,0,0,0,0,0,0.385574983
RP11-396C23.2,0,0,0,0.293441926,0,0,0.110233364
RP11-275I14.4,0,0,0,0,0,0,0.963851856
C1orf95,0,0,0,0,0,0,0.176556418
PSEN2,0.008352324,0.971668031,0.607417744,0,0,0,0.950777827
ADCK3,0,0.681638673,0.457567094,0,0,1.279289056,0.115393749
ZNF678,0.393320351,0,0,0,0.002218922,0,0.222194043
SNAP47,0.048293631,1.764640274,0.635503474,0,0.011256899,0,0.188464551
ARF1,0.004765065,1.527594015,1.304897748,0,0,4.198197815,0.450011472
GUK1,0.009929007,3.229385533,0.58075003,0,0,6.051664491,0.187123564
IBA57,0,0,0,0,0.181710056,0,0.216195359
OBSCN,0,0,0,0,0.117148851,0,0.04627141
RP11-245P10.4,0,0,0,0,0,0,0.026098723
RNF187,0.014102688,1.553177344,0.706613857,0,0,1.740616789,0.499980158
FTH1P2,0,0,0,0,0,0,0.620228375
RHOU,0.002014753,0,0,0,0.058858549,0.734675407,0.768057464
RAB4A,0.003019491,0.318971151,1.640339647,0,0.020490041,0.83058331,1.159751841
RP4-803J11.2,0,0,0,0,0,0,1.022045034
URB2,0.000162368,0,0,0,0.047132075,0,0.415416697
GALNT2,0.001874086,7.782120475,0.20898449,0,0,0,0.689828387
COG2,0.010014733,1.615289923,1.03864726,0,0.010083846,0,0.856232603
RP5-858B6.3,0,0,0,0,0,0,0.161294527
ARV1,0.163345092,1.432365225,0.327148249,0,0,0,0.264271596
GNPAT,0.305152789,1.350979753,2.24957538,0,0.003953466,0,1.261235613
SPRTN,0.155733175,0,0,0,0.022271458,0,0.43874042
TSNAX,0.096736446,1.172347093,0.773044567,0,0.465198289,0,0.507719529
NTPCR,0.010706065,1.656156511,0.947820341,0,0,0,0.283889685
MLK4,0,0,0,0,0,0,2.392468344
KCNK1,0,0,0,0,0,0,1.664682885
SLC35F3,0,0,0,0,0,0,154406394.5
COA6,0.031124142,2.569045074,1.169313985,0,0.826134313,0,1.346979595
GGPS1,0.021263617,1.001589579,1.03018061,0,0.417780924,0,1.613856881
RP11-382D8.3,0,0,0,0,0,0,2.439587828
TBCE,0.078356582,2.232520481,1.294876357,0,0,0,1.256698916
GPR137B,0,1.870511853,0.527107895,0,0,0,0.27281563
EDARADD,0.002328141,0,0,0,0.001711807,0,25.74463325
LGALS8,0.084662714,1.686782801,1.055996061,0,0.595436315,0,0.512764508
MTR,0.003029572,1.125555135,1.172114654,0,0.007761128,0,0.187474207
RPL35P1,0,0,0,0,0,0,0.991191461
RYR2,0,0,0,0,0,0,0.003271124
EXO1,0.004572919,0,0,0,0.026968677,0,0.18637164
RP11-331N16.1,0,0,0,0,0,0,1.68E-08
SDCCAG8,0.020602487,1.727109696,0.913602964,0,0.051573153,0,0.458579901
ZBTB18,0,0,0,0,0,0,4.568826189
DESI2,0.074459922,3.087497355,2.491882371,0,0.004164499,0,0.900165647
COX20,0.085297992,0,0,0,0.004012106,0,0.820694718
CNST,0.080559769,0.661602609,1.245379366,0,0.054279981,0,0.506394502
SCCPDH,0.04262228,1.501008157,1.015181465,0,0.001084012,0,0.655440204
RP11-439E19.10,0,0,0,0,0,0,0.383004288
LINC01341,0,0,0,0,0,0,0.5445568
ZNF672,0.011665889,0.763955029,1.329366168,0,0.016429517,0,0.462017602
AL672294.1,0,0,0,0,0,0,1.679352877
PGBD2,0,0,0,0,0,0,0.364499535
WASH7P,0.075269415,0,0,0,0,0,1.048584979
FO538757.2,0,0,0,0,0,0,0.811621501
RP11-206L10.2,0,0,0,0,0,0,0.521821737
RP11-206L10.8,0,0,0,0,0,0,2.099788226
LINC00115,0,0,0,0.151639294,0,0,1.207625986
RP11-54O7.3,0,0,0,1.733288677,0,0,11.08441964
NOC2L,0.001442319,4.309545457,0.766094468,0,0,0,0.499090228
RP11-54O7.17,0,0,0,0,0,0,1.757313687
HES4,0.000231239,0,0,0,0.384188496,0,0.757666774
RNF223,0,0,0,0,0,0,0.777754942
C1orf159,0,0,0,0,0.556364579,0,0.750191627
TNFRSF18,0,0,0,0,0.003643377,0,0.588476884
SDF4,0.002905986,3.111547029,0.494185942,0,0,0.466999646,0.906064358
UBE2J2,0.002414395,5.319834535,0.476066205,0,0,0,1.280840033
ACAP3,0.443973798,1.029331846,0.34653037,0,0,0,0.724245707
CPSF3L,0,1.342565689,0.769710884,0,0,0.533887771,1.25540238
DVL1,0.007426947,2.627817913,0.797275903,0,0,0.819667588,0.676238331
MXRA8,0.004442234,0,0,0,0,0,0.012984719
AURKAIP1,0.019221647,1.705356059,1.003506966,0,0,0.839102132,0.544328732
CCNL2,0.014097184,2.925979524,0.46085844,0,0,0,1.358738522
MRPL20,0.007678968,1.572971045,0.545723429,0,0,0,0.591540343
RP4-758J18.10,0,0,0,0,0,0,0.450006845
TMEM240,0,0,0,0,0,0,7.180154225
SSU72,0.011645716,1.583691782,1.045320564,0,0,0,1.261062483
C1orf233,0,0,0,0,0,0,0.093964856
RP11-345P4.9,0,0,0,0,0,0,0.28812178
CDK11B,0.194844035,2.480757883,0.434781356,0,0,0,0.71157811
SLC35E2B,0.063700656,3.814509818,0.35682923,0,0,0,1.273566438
CDK11A,0.053873144,3.787016513,0.25217308,0,0,0,0.565355962
SLC35E2,0.796222925,3.779280773,0.390040694,0,0,0,1.851973647
NADK,0.049619695,1.643122899,0.718327568,0,0,0,1.489396669
GNB1,0.013976726,2.944409766,0.451766499,0,0,0,1.850155293
TMEM52,0.003818396,0,0,0,0,0,0.117426637
RP11-181G12.2,0,0,0,0,0,0,0.678875166
FAAP20,0.181172397,0,0,0,0,0,0.715957142
MORN1,0,0,0,0,0.088966943,0,0.523859204
RP4-740C4.5,0,0,0,0,0,0,0.405634756
PEX10,0.008722348,2.95465517,0.509056725,0,0,0.515992523,1.443381721
PANK4,0.007546411,1.822531984,0.633293498,0,0,0,1.546933329
MMEL1,0,0,0,0,0,0,0.474474706
MEGF6,0,0,0,0,0.312656533,0,6.052153157
WRAP73,0.031680726,0,0,0,0.038899211,0,0.871042433
RP5-1092A11.5,0,0,0,1.677390476,0,0,1.931262802
TP73-AS1,0,0,0,0.587472716,0,0,1.267872634
LRRC47,0.030198686,3.291251838,0.608741844,0,0,0,1.437985373
CEP104,0.025411521,0,0,0,0,0,2.010963956
C1orf174,0.520734169,1.715394496,1.436808651,0,0.109028875,0,1.561864739
NPHP4,0,0,0,0,0,0,0.720378262
CHD5,0,0,0,0,0,0,72.62269535
RPL22,0.008695884,1.614839553,1.639007934,0,0.006074696,1.400995182,2.158474735
RP1-120G22.11,0,0,0,0,0,0,0.13247791
ICMT,0.00023534,1.153651659,1.53282097,0,0.711211003,1.002210377,1.313848669
GPR153,0,0,0,0,0,0,2.242616614
ACOT7,0.005250309,4.4988544,1.564733924,0,0,0,0.740278081
HES2,0,0,0,0,0,0,0.583968869
PLEKHG5,0,0,0,0,0.158642648,0,0.243235125
NOL9,0.006348544,0,0,0,0.869130135,0,1.180570294
KLHL21,0.048216339,9.753304805,0.254592959,0,0,0,0.398315743
DNAJC11,0.001131092,1.722233073,0.75506763,0,0,0,1.024004701
RP11-312B8.1,0,0,0,0.065374703,0,0,0.141836996
RP11-338N10.3,0,0,0,0,0,0,0.037482119
ERRFI1,0.112918683,2.468994046,6.043904083,0,0.134246999,0,0.912859077
RERE,0,0,0,0,0.145027822,0,11.92075657
ENO1,0.000619144,3.600328876,0.827217106,0,0,0,1.136305447
SLC2A5,0,0,0,0,0,0,2211.043026
GPR157,0,0,0,0,0,0,3.364309511
PIK3CD-AS2,0,0,0,0,0,0,0.170251837
CLSTN1,0.007905329,2.387394087,0.570257823,0,0,0,1.189981098
CTNNBIP1,0.001886134,0.839502555,0.611937642,0,0,0,0.870160132
LZIC,0.140052528,2.49125205,1.062764311,0,0.326878694,0,0.625770748
DFFA,0.047638681,5.249090124,0.735544164,0,0.496803391,0,0.723089055
CASZ1,0,0,0,0,0.553007233,0,3.147282765
SRM,0.057967182,3.011608464,0.605397433,0,0,0,0.824057626
EXOSC10,0.758542088,1.894394669,1.14143896,0,0.472030098,0,1.052069074
MTOR,0.082228068,1.188318378,1.943363473,0,0.570311624,0,2.278325988
FBXO2,0,6.715416332,0.033093676,0,0,0,0.021603888
MAD2L2,0.0110827,2.188177817,1.559017117,0,0.005593941,0,0.590019588
MTHFR,0,0,0,0,0,0,2.589858296
KIAA2013,0.00534473,2.499647348,0.991592314,0,0,0,0.544394765
DHRS3,0,8.832033414,2.625155761,0,0.29275321,0,4.662960105
